iter	Logloss
167	0.02189152254
168	0.02181102254
169	0.02159219663
170	0.0215436348
171	0.02145990613
172	0.02140512831
173	0.02132053123
174	0.02120920707
175	0.02105819692
176	0.02074315888
177	0.02017855853
178	0.0197892189
179	0.01958050218
180	0.0194809377
181	0.01942280736
182	0.01938149992
183	0.01905050375
184	0.01895312918
185	0.01884805406
186	0.01879730362
187	0.01873123843
188	0.01862975467
189	0.0185472572
190	0.01832649257
191	0.01811655258
192	0.01804567804
193	0.01796091144
194	0.0178951984
195	0.01782155507
196	0.01775854834
197	0.01768417425
198	0.01759953465
199	0.01753862284
200	0.01748800049
201	0.01740730122
202	0.01735538999
203	0.01727869437
204	0.01720496371
205	0.01714280152
206	0.01710653606
207	0.01703692696
208	0.01695679381
209	0.01689878166
210	0.01681541235
211	0.01676859487
212	0.01667835204
213	0.01660847499
214	0.01656620146
215	0.01650957649
216	0.01644597985
217	0.0164215755
218	0.01630316104
219	0.01624224192
220	0.01615915236
221	0.01609722313
222	0.01603475581
223	0.01597509425
224	0.01590805249
225	0.01583670935
226	0.0157835116
227	0.01571246305
228	0.01564061079
229	0.01543874229
230	0.0153915409
231	0.01535070429
232	0.01528543739
233	0.0152270306
234	0.01518427621
235	0.01514344591
236	0.01511225661
237	0.01507487127
238	0.01501557614
239	0.01489008933
240	0.01480333745
241	0.01474782257
242	0.01465250216
243	0.01460813412
244	0.01456193657
245	0.0145158875
246	0.01446768272
247	0.01435367554
248	0.01428024181
249	0.01425589545
250	0.0141807839
251	0.0141269352
252	0.01408161469
253	0.01401898146
254	0.01397515672
255	0.01393075925
256	0.01389032073
257	0.01385741661
258	0.01383062193
259	0.01378120687
260	0.01375056637
261	0.01372156681
262	0.01366273209
263	0.01353214476
264	0.01349674748
265	0.0134467071
266	0.01338563093
267	0.01329078138
268	0.01323537599
269	0.01317779603
270	0.01311820735
271	0.01307214734
272	0.01304033646
273	0.0130059909
274	0.01297958352
275	0.01291159225
276	0.0128721615
277	0.01282084559
278	0.01276422403
279	0.01271356208
280	0.01268153326
281	0.0126384388
282	0.01261305046
283	0.01259959787
284	0.01255189445
285	0.01248441629
286	0.01244617664
287	0.01242089958
288	0.01237281664
289	0.01232953401
290	0.01230681571
291	0.01227614219
292	0.01221947397
293	0.01220507459
294	0.01215614261
295	0.01206800027
296	0.01202942067
297	0.01198577496
298	0.01194860515
299	0.01189657441
300	0.01183682449
301	0.01179178062
302	0.0117588969
303	0.01174408273
304	0.0117029233
305	0.01165376617
306	0.01163138184
307	0.01158349972
308	0.01157028751
309	0.01154646036
310	0.01151067757
311	0.01146039313
312	0.01141177899
313	0.01134580327
314	0.01130324969
315	0.01124868214
316	0.01121007685
317	0.01117737711
318	0.01114335069
319	0.01111087483
320	0.01107679566
321	0.0110409878
322	0.01100999515
323	0.01092409469
324	0.01087454107
325	0.01083938878
326	0.01077755071
327	0.01076421891
328	0.01075322597
329	0.0106786951
330	0.01065323656
331	0.01060199782
332	0.0105508489
333	0.01043485366
334	0.01041886178
335	0.01038792508
336	0.01035215864
337	0.0102984281
338	0.01020287264
339	0.01015445154
340	0.01010432395
341	0.01003116102
342	0.01000731138
343	0.009998997741
344	0.00998331781
345	0.009957602472
346	0.009937904837
347	0.009910699989
348	0.009851823895
349	0.009740612471
350	0.009704913099
351	0.009693588153
352	0.00966296286
353	0.009639183058
354	0.009608740113
355	0.009596987884
356	0.009561492178
357	0.009509205856
358	0.009476036291
359	0.009437668611
360	0.009400152852
361	0.009362558304
362	0.009271909203
363	0.009257079787
364	0.009223387482
365	0.009175136698
366	0.009101684752
367	0.009079109842
368	0.009065050747
369	0.009047903349
370	0.009024066603
371	0.008969617594
372	0.008940983787
373	0.008907667251
374	0.008785776401
375	0.008767235707
376	0.008748441235
377	0.00873008259
378	0.008712931061
379	0.008695982743
380	0.00867421311
381	0.008651096468
382	0.008618010765
383	0.008600049021
384	0.008584503129
385	0.008568163945
386	0.008552822295
387	0.008498867374
388	0.008475236062
389	0.00846436314
390	0.008447166845
391	0.00841954664
392	0.008397713521
393	0.008383968329
394	0.008348753508
395	0.008324414124
396	0.008302478876
397	0.008279971226
398	0.008263474186
399	0.008235909587
400	0.008195315004
401	0.008168184167
402	0.008115202764
403	0.008103872051
404	0.00808573054
405	0.008061086464
406	0.008035721377
407	0.008006920358
408	0.007981076398
409	0.007942719962
410	0.007916145098
411	0.007894034838
412	0.00787209418
413	0.007850970148
414	0.007836876777
415	0.007816817509
416	0.00780429049
417	0.007794146696
418	0.007756650352
419	0.007735041567
420	0.007656056971
421	0.007634941428
422	0.007622736301
423	0.007597904932
424	0.007574788887
425	0.007557887428
426	0.007526310405
427	0.007501036499
428	0.007487278615
429	0.007459464697
430	0.007422873355
431	0.007408346266
432	0.007391117441
433	0.007366337436
434	0.007357314015
435	0.007331276382
436	0.007312939925
437	0.007287285411
438	0.007269661882
439	0.007246944554
440	0.007214556113
441	0.007192601645
442	0.007156216247
443	0.00713822731
444	0.007127887274
445	0.007121280843
446	0.007095785379
447	0.007076729004
448	0.007064908713
449	0.007050026059
450	0.007027119088
451	0.007000344036
452	0.006974520258
453	0.006890201893
454	0.006873165891
455	0.006860032625
456	0.006828207278
457	0.006813741181
458	0.006791892574
459	0.006779063325
460	0.006770955509
461	0.006719586847
462	0.006704610378
463	0.006679667318
464	0.006662509282
465	0.006622694139
466	0.00659977753
467	0.006546799788
468	0.006521627686
469	0.006505273247
470	0.006491729608
471	0.00644901518
472	0.006438785479
473	0.006402077452
474	0.006388318224
475	0.006358978398
476	0.006348027618
477	0.006325514197
478	0.006305662891
479	0.006277597009
480	0.006270105242
481	0.006260558333
482	0.006245986929
483	0.006234851542
484	0.006213158057
485	0.006203020758
486	0.006187910038
487	0.006174356482
488	0.006145227214
489	0.006131645524
490	0.006108081513
491	0.006090480082
492	0.006070911798
493	0.006048656039
494	0.006032318547
495	0.005991157959
496	0.0059107735
497	0.005877486939
498	0.005858658427
499	0.005849903438
500	0.005841689537
501	0.005830325867
502	0.005817450676
503	0.005804202561
504	0.005786262303
505	0.005778427407
506	0.005734878235
507	0.00571597893
508	0.005685894092
509	0.005674370159
510	0.005659587132
511	0.005637843922
512	0.005624302204
513	0.005605238226
514	0.00559440661
515	0.005580757438
516	0.005568098572
517	0.005561675857
518	0.005546898048
519	0.005529527414
520	0.005521582783
521	0.005506432439
522	0.005479018997
523	0.005461451532
524	0.005392630782
525	0.005381163054
526	0.005373291737
527	0.005342434165
528	0.005333834143
529	0.005318590005
530	0.00530983572
531	0.005295499655
532	0.005285370993
533	0.005257779949
534	0.005251678687
535	0.005236916148
536	0.005229486528
537	0.005216683244
538	0.005205468043
539	0.00519769198
540	0.005181779476
541	0.005173652291
542	0.005158564258
543	0.005147737478
544	0.005141427489
545	0.005124271232
546	0.005109246913
547	0.005101226477
548	0.005094111198
549	0.005083711736
550	0.00507718637
551	0.005055287201
552	0.005043775902
553	0.005016967339
554	0.005006752242
555	0.004979250107
556	0.004967118468
557	0.004949171218
558	0.004942582275
559	0.004927479837
560	0.004917799044
561	0.004904171304
562	0.004889602606
563	0.004832165524
564	0.004821071762
565	0.004814838041
566	0.004805386942
567	0.00480538302
568	0.004795085314
569	0.004795086555
570	0.004787729095
571	0.004773413551
572	0.004765290058
573	0.004751825922
574	0.004742971945
575	0.004719315327
576	0.004719317939
577	0.004712804593
578	0.004704894676
579	0.004692039775
580	0.004686668203
581	0.00466753211
582	0.004657249061
583	0.004652676986
584	0.004652628083
585	0.004640906192
586	0.004640894973
587	0.004617611559
588	0.004602418265
589	0.004594398379
590	0.004594384302
591	0.004586835455
592	0.004586813483
593	0.004574800628
594	0.004574744805
595	0.004570433356
596	0.00455665634
597	0.004543800055
598	0.004538123943
599	0.004517281402
600	0.004507089307
601	0.004500358933
602	0.004489888633
603	0.004482970991
604	0.004482951439
605	0.004476492027
606	0.00447519093
607	0.004469338044
608	0.004454435806
609	0.004450315756
610	0.004441179641
611	0.004435013033
612	0.004435010787
613	0.004429572569
614	0.004421937717
615	0.004414264258
616	0.004401077628
617	0.00439699024
618	0.00437582808
619	0.00436292284
620	0.004354931598
621	0.0043475206
622	0.004337449783
623	0.004326107525
624	0.004314244408
625	0.004307142078
626	0.004299895818
627	0.004299871386
628	0.004291047983
629	0.00427806713
630	0.004269023985
631	0.004262117916
632	0.004251092617
633	0.004243857006
634	0.004226742353
635	0.004206402863
636	0.004206410959
637	0.004201439864
638	0.004195791737
639	0.004164939681
640	0.004152013639
641	0.004142243754
642	0.004142243754
643	0.00413129842
644	0.004097859991
645	0.004094217697
646	0.004089125202
647	0.004081667878
648	0.004067485514
649	0.004058738323
650	0.004049910385
651	0.004043526229
652	0.004037325028
653	0.004030350375
654	0.004030319732
655	0.004008687346
656	0.003997877569
657	0.003992822548
658	0.003992822548
659	0.003984296653
660	0.003975444624
661	0.003975426112
662	0.0039646587
663	0.003964666639
664	0.003964666639
665	0.003964666639
666	0.003964666639
667	0.003954220998
668	0.003945184239
669	0.003937311455
670	0.003888576407
671	0.003880791964
672	0.00388077448
673	0.003872360189
674	0.003861930319
675	0.003861930319
676	0.003861902312
677	0.003861902312
678	0.003855607753
679	0.003855595924
680	0.003855603102
681	0.003855592707
682	0.003849435298
683	0.003839879731
684	0.00383514947
685	0.003835133859
686	0.003835143476
687	0.003835129597
688	0.003835119219
689	0.003835126345
690	0.003835130974
691	0.003835127796
692	0.003835113357
693	0.003835102923
694	0.003825455451
695	0.003820988454
696	0.003815418215
697	0.003815401024
698	0.003815408389
699	0.003815397482
700	0.00381539078
701	0.00381537874
702	0.003815366524
703	0.003815365036
704	0.003808186854
705	0.003781828377
706	0.003781827726
707	0.003763304391
708	0.003753514275
709	0.003753514275
710	0.003753495242
711	0.003753501228
712	0.00375348966
713	0.003753486904
714	0.003753468951
715	0.00375347675
716	0.003753459213
717	0.003753466281
718	0.00375345332
719	0.003753438403
720	0.003753443084
721	0.003753443084
722	0.003753443084
723	0.003753443084
724	0.003753443084
725	0.003753443084
726	0.003753443084
727	0.003753443084
728	0.003753443084
729	0.003753443084
730	0.003753443084
731	0.003753443084
732	0.003753443084
733	0.003753443084
734	0.003753443084
735	0.003753443084
736	0.003753443084
737	0.003753443084
738	0.003753443084
739	0.003753443084
740	0.003753443084
741	0.003753443084
742	0.003753443084
743	0.003753443084
744	0.003753443084
745	0.003753443084
746	0.003753443084
747	0.003753443084
748	0.003753443084
749	0.003753443084
750	0.003753443084
751	0.003753443084
752	0.003753443084
753	0.003753443084
754	0.003753443084
755	0.003753443084
756	0.003753443084
757	0.003753443084
758	0.003753443084
759	0.003753443084
760	0.003753443084
761	0.003753443084
762	0.003753443084
763	0.003753443084
764	0.003753443084
765	0.003753443084
766	0.003753443084
767	0.003753443084
768	0.003753443084
769	0.003753443084
770	0.003753443084
771	0.003753443084
772	0.003753443084
773	0.003753443084
774	0.003753443084
775	0.003753443084
776	0.003753443084
777	0.003753443084
778	0.003753443084
779	0.003753443084
780	0.003753443084
781	0.003753443084
782	0.003753443084
783	0.003753443084
784	0.003753443084
785	0.003753443084
786	0.003753443084
787	0.003753443084
788	0.003753443084
789	0.003753443084
790	0.003753443084
791	0.003753443084
792	0.003753443084
793	0.003753443084
794	0.003753443084
795	0.003753443084
796	0.003753443084
797	0.003753443084
798	0.003753443084
799	0.003753443084
800	0.003753443084
801	0.003753443084
802	0.003753443084
803	0.003753443084
804	0.003753443084
805	0.003753443084
806	0.003753443084
807	0.003753443084
808	0.003753443084
809	0.003753443084
810	0.003753443084
811	0.003753443084
812	0.003753443084
813	0.003753443084
814	0.003753443084
815	0.003753443084
816	0.003753443084
817	0.003753443084
818	0.003753443084
819	0.003753443084
820	0.003753443084
821	0.003753443084
822	0.003753443084
823	0.003753443084
824	0.003753443084
825	0.003753443084
826	0.003753443084
827	0.003753443084
828	0.003753443084
829	0.003753443084
830	0.003753443084
831	0.003753443084
832	0.003753443084
833	0.003753443084
834	0.003753443084
835	0.003753443084
836	0.003753443084
837	0.003753443084
838	0.003753443084
839	0.003753443084
840	0.003753443084
841	0.003753443084
842	0.003753443084
843	0.003753443084
844	0.003753443084
845	0.003753443084
846	0.003753443084
847	0.003753443084
848	0.003753443084
849	0.003753443084
850	0.003753443084
851	0.003753443084
852	0.003753443084
853	0.003753443084
854	0.003753443084
855	0.003753443084
856	0.00374909295
857	0.003743455207
858	0.003743456022
859	0.003735519521
860	0.003725556677
861	0.00372025352
862	0.003714380978
863	0.003714370645
864	0.003714384641
865	0.003714371735
866	0.003714376889
867	0.003714367267
868	0.003714362008
869	0.00370754367
870	0.003702415925
871	0.003702405813
872	0.003702401267
873	0.003694224479
874	0.003672845259
875	0.003668733167
876	0.003668754849
877	0.00365931013
878	0.003652914513
879	0.003642116668
880	0.003626047809
881	0.0036260202
882	0.0036260202
883	0.003626030438
884	0.003626010365
885	0.003626010365
886	0.003626010514
887	0.003626001737
888	0.003626001737
889	0.003626001737
890	0.003626014916
891	0.003626014916
892	0.003611100906
893	0.003611100906
894	0.003611100906
895	0.003611089994
896	0.003605260171
897	0.003605260171
898	0.003605239908
899	0.00360523861
900	0.003605232792
901	0.003605232792
902	0.003605232792
903	0.003605232792
904	0.003597741568
905	0.003589194812
906	0.00358918749
907	0.003589165303
908	0.003589162665
909	0.003589163939
910	0.003589163939
911	0.003589163939
912	0.003589189551
913	0.003589172294
914	0.003589143505
915	0.003589162825
916	0.003589159753
917	0.003589144648
918	0.003589165254
919	0.003589165254
920	0.003589134569
921	0.003589140037
922	0.003589149227
923	0.003589117941
924	0.003589131922
925	0.003589119843
926	0.003589121171
927	0.003589127924
928	0.003589119357
929	0.003589113123
930	0.003589104737
931	0.003589113008
932	0.003589106289
933	0.003589096964
934	0.003589092101
935	0.00358909227
936	0.003589088257
937	0.003589089467
938	0.003589081661
939	0.003589085212
940	0.003589071428
941	0.003589069952
942	0.00358906413
943	0.00358906413
944	0.003589077956
945	0.003589062951
946	0.003589064616
947	0.003589066445
948	0.003589050667
949	0.003589061561
950	0.003589041345
951	0.003589027559
952	0.00358905347
953	0.003589041663
954	0.003589024931
955	0.003589044216
956	0.003589044216
957	0.003589044216
958	0.003589037834
959	0.003589043576
960	0.003589034327
961	0.003589033102
962	0.003589013354
963	0.003589013585
964	0.003588995819
965	0.003588992596
966	0.003588999264
967	0.003588993291
968	0.003588979869
969	0.00358898238
970	0.003588996239
971	0.003588978334
972	0.003588965827
973	0.003588962578
974	0.003588952244
975	0.003588957388
976	0.003588942864
977	0.003588945169
978	0.003588942296
979	0.003588934141
980	0.003588938425
981	0.003588940272
982	0.003588940786
983	0.003588931686
984	0.003588916203
985	0.003588908478
986	0.003588907486
987	0.003588912522
988	0.003588902605
989	0.003588895297
990	0.003588899954
991	0.003588878999
992	0.003588877623
993	0.00358886925
994	0.003588862109
995	0.003588873862
996	0.003588873862
997	0.003588847846
998	0.003588859467
999	0.003588843817
